posc_code,posc_type,posc_name,erm_type,erm_name
Unknown,Unknown,Unknown,Spherical,GEODETIC
1024,Pseudo-Mercator,WGS 84 / Pseudo-Mercator,Pseudo-Mercator,Pseudo-Mercator
10101,Transverse Mercator,Alabama CS27 East zone,TransverseMercator,ALABAMA_CS27_EAST_ZONE
10102,Transverse Mercator,Alabama CS27 West zone,TransverseMercator,ALABAMA_CS27_WEST_ZONE
10131,Transverse Mercator,Alabama CS83 East zone,TransverseMercator,ALABAMA_CS83_EAST_ZONE
10132,Transverse Mercator,Alabama CS83 West zone,TransverseMercator,ALABAMA_CS83_WEST_ZONE
15002,Transverse Mercator,Alaska CS27 zone 2,TransverseMercator,ALASKA_CS27_ZONE_2
15003,Transverse Mercator,Alaska CS27 zone 3,TransverseMercator,ALASKA_CS27_ZONE_3
15004,Transverse Mercator,Alaska CS27 zone 4,TransverseMercator,ALASKA_CS27_ZONE_4
15005,Transverse Mercator,Alaska CS27 zone 5,TransverseMercator,ALASKA_CS27_ZONE_5
15006,Transverse Mercator,Alaska CS27 zone 6,TransverseMercator,ALASKA_CS27_ZONE_6
15007,Transverse Mercator,Alaska CS27 zone 7,TransverseMercator,ALASKA_CS27_ZONE_7
15008,Transverse Mercator,Alaska CS27 zone 8,TransverseMercator,ALASKA_CS27_ZONE_8
15009,Transverse Mercator,Alaska CS27 zone 9,TransverseMercator,ALASKA_CS27_ZONE_9
15032,Transverse Mercator,Alaska CS83 zone 2,TransverseMercator,ALASKA_CS83_ZONE_2
15033,Transverse Mercator,Alaska CS83 zone 3,TransverseMercator,ALASKA_CS83_ZONE_3
15034,Transverse Mercator,Alaska CS83 zone 4,TransverseMercator,ALASKA_CS83_ZONE_4
15035,Transverse Mercator,Alaska CS83 zone 5,TransverseMercator,ALASKA_CS83_ZONE_5
15036,Transverse Mercator,Alaska CS83 zone 6,TransverseMercator,ALASKA_CS83_ZONE_6
15037,Transverse Mercator,Alaska CS83 zone 7,TransverseMercator,ALASKA_CS83_ZONE_7
15038,Transverse Mercator,Alaska CS83 zone 8,TransverseMercator,ALASKA_CS83_ZONE_8
15039,Transverse Mercator,Alaska CS83 zone 9,TransverseMercator,ALASKA_CS83_ZONE_9
18031,Transverse Mercator,Argentina zone 1,TransverseMercator,ARGENTINA_ZONE_1
18032,Transverse Mercator,Argentina zone 2,TransverseMercator,ARGENTINA_ZONE_2
18033,Transverse Mercator,Argentina zone 3,TransverseMercator,ARGENTINA_ZONE_3
18034,Transverse Mercator,Argentina zone 4,TransverseMercator,ARGENTINA_ZONE_4
18035,Transverse Mercator,Argentina zone 5,TransverseMercator,ARGENTINA_ZONE_5
18036,Transverse Mercator,Argentina zone 6,TransverseMercator,ARGENTINA_ZONE_6
18037,Transverse Mercator,Argentina zone 7,TransverseMercator,ARGENTINA_ZONE_7
10202,Transverse Mercator,Arizona Coordinate System Central zone,TransverseMercator,ARIZONA_COORDINATE_SYSTEM_CENTRAL_ZONE
10201,Transverse Mercator,Arizona Coordinate System East zone,TransverseMercator,ARIZONA_COORDINATE_SYSTEM_EAST_ZONE
10203,Transverse Mercator,Arizona Coordinate System West zone,TransverseMercator,ARIZONA_COORDINATE_SYSTEM_WEST_ZONE
10232,Transverse Mercator,Arizona CS83 Central zone,TransverseMercator,ARIZONA_CS83_CENTRAL_ZONE
10231,Transverse Mercator,Arizona CS83 East zone,TransverseMercator,ARIZONA_CS83_EAST_ZONE
10233,Transverse Mercator,Arizona CS83 West zone,TransverseMercator,ARIZONA_CS83_WEST_ZONE
17448,Transverse Mercator,Australian Map Grid zone 48,TransverseMercator,AUSTRALIAN_MAP_GRID_ZONE_48
17449,Transverse Mercator,Australian Map Grid zone 49,TransverseMercator,AUSTRALIAN_MAP_GRID_ZONE_49
17450,Transverse Mercator,Australian Map Grid zone 50,TransverseMercator,AUSTRALIAN_MAP_GRID_ZONE_50
17451,Transverse Mercator,Australian Map Grid zone 51,TransverseMercator,AUSTRALIAN_MAP_GRID_ZONE_51
17452,Transverse Mercator,Australian Map Grid zone 52,TransverseMercator,AUSTRALIAN_MAP_GRID_ZONE_52
17453,Transverse Mercator,Australian Map Grid zone 53,TransverseMercator,AUSTRALIAN_MAP_GRID_ZONE_53
17454,Transverse Mercator,Australian Map Grid zone 54,TransverseMercator,AUSTRALIAN_MAP_GRID_ZONE_54
17455,Transverse Mercator,Australian Map Grid zone 55,TransverseMercator,AUSTRALIAN_MAP_GRID_ZONE_55
17456,Transverse Mercator,Australian Map Grid zone 56,TransverseMercator,AUSTRALIAN_MAP_GRID_ZONE_56
17457,Transverse Mercator,Australian Map Grid zone 57,TransverseMercator,AUSTRALIAN_MAP_GRID_ZONE_57
17458,Transverse Mercator,Australian Map Grid zone 58,TransverseMercator,AUSTRALIAN_MAP_GRID_ZONE_58
18042,Transverse Mercator,Austria Central Zone,TransverseMercator,AUSTRIA_CENTRAL_ZONE
18043,Transverse Mercator,Austria East Zone,TransverseMercator,AUSTRIA_EAST_ZONE
18041,Transverse Mercator,Austria West Zone,TransverseMercator,AUSTRIA_WEST_ZONE
18044,Transverse Mercator,Austria M28,TransverseMercator,AUSTRIA_M28
18045,Transverse Mercator,Austria M31,TransverseMercator,AUSTRIA_M31
18046,Transverse Mercator,Austria M34,TransverseMercator,AUSTRIA_M34
19900,Transverse Mercator,Bahrain State Grid,TransverseMercator,BAHRAIN_STATE_GRID
19943,Transverse Mercator,Barbados National Grid,TransverseMercator,BARBADOS_NATIONAL_GRID
15914,Transverse Mercator,BLM zone 14N in feet,TransverseMercator,BLM_ZONE_14N_IN_FEET
15915,Transverse Mercator,BLM zone 15N in feet,TransverseMercator,BLM_ZONE_15N_IN_FEET
15916,Transverse Mercator,BLM zone 16N in feet,TransverseMercator,BLM_ZONE_16N_IN_FEET
15917,Transverse Mercator,BLM zone 17N in feet,TransverseMercator,BLM_ZONE_17N_IN_FEET
19916,Transverse Mercator,British National Grid,TransverseMercator,BRITISH_NATIONAL_GRID
19942,Transverse Mercator,British West Indies Grid,TransverseMercator,BRITISH_WEST_INDIES_GRID
18052,Transverse Mercator,Colombia Bogota zone,TransverseMercator,COLOMBIA_BOGOTA_ZONE
18053,Transverse Mercator,Colombia East Central zone,TransverseMercator,COLOMBIA_EAST_CENTRAL_ZONE
18054,Transverse Mercator,Colombia East zone,TransverseMercator,COLOMBIA_EAST_ZONE
18051,Transverse Mercator,Colombia West zone,TransverseMercator,COLOMBIA_WEST_ZONE
16361,Transverse Mercator,3-degree Gauss-Kruger 3E,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_3E
16362,Transverse Mercator,3-degree Gauss-Kruger 6E,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_6E
16363,Transverse Mercator,3-degree Gauss-Kruger 9E,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_9E
16364,Transverse Mercator,3-degree Gauss-Kruger 12E,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_12E
16365,Transverse Mercator,3-degree Gauss-Kruger 15E,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_15E
16366,Transverse Mercator,3-degree Gauss-Kruger 18E,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_18E
16367,Transverse Mercator,3-degree Gauss-Kruger 21E,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_21E
16368,Transverse Mercator,3-degree Gauss-Kruger 24E,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_24E
16261,Transverse Mercator,3-degree Gauss-Kruger zone 1,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_ZONE_1
16262,Transverse Mercator,3-degree Gauss-Kruger zone 2,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_ZONE_2
16263,Transverse Mercator,3-degree Gauss-Kruger zone 3,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_ZONE_3
16264,Transverse Mercator,3-degree Gauss-Kruger zone 4,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_ZONE_4
16265,Transverse Mercator,3-degree Gauss-Kruger zone 5,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_ZONE_5
16266,Transverse Mercator,3-degree Gauss-Kruger zone 6,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_ZONE_6
16267,Transverse Mercator,3-degree Gauss-Kruger zone 7,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_ZONE_7
16268,Transverse Mercator,3-degree Gauss-Kruger zone 8,TransverseMercator,D3_DEGREE_GAUSS_KRUGER_ZONE_8
10700,Transverse Mercator,Delaware CS27,TransverseMercator,DELAWARE_CS27
10730,Transverse Mercator,Delaware CS83,TransverseMercator,DELAWARE_CS83
18071,Transverse Mercator,Egypt Blue Belt,TransverseMercator,EGYPT_BLUE_BELT
18074,Transverse Mercator,Egypt Extended Purple Belt,TransverseMercator,EGYPT_EXTENDED_PURPLE_BELT
18073,Transverse Mercator,Egypt Purple Belt,TransverseMercator,EGYPT_PURPLE_BELT
18072,Transverse Mercator,Egypt Red Belt,TransverseMercator,EGYPT_RED_BELT
18193,Transverse Mercator,Finland Uniform Coordinate System,TransverseMercator,FINLAND_UNIFORM_COORDINATE_SYSTEM
18191,Transverse Mercator,Finland zone 1,TransverseMercator,FINLAND_ZONE_1
18192,Transverse Mercator,Finland zone 2,TransverseMercator,FINLAND_ZONE_2
18194,Transverse Mercator,Finland zone 4,TransverseMercator,FINLAND_ZONE_4
16065,Transverse Mercator,TM35FIN,TransverseMercator,TM35FIN
10901,Transverse Mercator,Florida CS27 East zone,TransverseMercator,FLORIDA_CS27_EAST_ZONE
10902,Transverse Mercator,Florida CS27 West zone,TransverseMercator,FLORIDA_CS27_WEST_ZONE
10931,Transverse Mercator,Florida CS83 East zone,TransverseMercator,FLORIDA_CS83_EAST_ZONE
10932,Transverse Mercator,Florida CS83 West zone,TransverseMercator,FLORIDA_CS83_WEST_ZONE
16302,Transverse Mercator,Gauss-Kruger 2N,TransverseMercator,GAUSS_KRUGER_2N
16303,Transverse Mercator,Gauss-Kruger 3N,TransverseMercator,GAUSS_KRUGER_3N
16304,Transverse Mercator,Gauss-Kruger 4N,TransverseMercator,GAUSS_KRUGER_4N
16305,Transverse Mercator,Gauss-Kruger 5N,TransverseMercator,GAUSS_KRUGER_5N
16306,Transverse Mercator,Gauss-Kruger 6N,TransverseMercator,GAUSS_KRUGER_6N
16307,Transverse Mercator,Gauss-Kruger 7N,TransverseMercator,GAUSS_KRUGER_7N
16308,Transverse Mercator,Gauss-Kruger 8N,TransverseMercator,GAUSS_KRUGER_8N
16309,Transverse Mercator,Gauss-Kruger 9N,TransverseMercator,GAUSS_KRUGER_9N
16310,Transverse Mercator,Gauss-Kruger 10N,TransverseMercator,GAUSS_KRUGER_10N
16311,Transverse Mercator,Gauss-Kruger 11N,TransverseMercator,GAUSS_KRUGER_11N
16312,Transverse Mercator,Gauss-Kruger 12N,TransverseMercator,GAUSS_KRUGER_12N
16313,Transverse Mercator,Gauss-Kruger 13N,TransverseMercator,GAUSS_KRUGER_13N
16314,Transverse Mercator,Gauss-Kruger 14N,TransverseMercator,GAUSS_KRUGER_14N
16315,Transverse Mercator,Gauss-Kruger 15N,TransverseMercator,GAUSS_KRUGER_15N
16316,Transverse Mercator,Gauss-Kruger 16N,TransverseMercator,GAUSS_KRUGER_16N
16317,Transverse Mercator,Gauss-Kruger 17N,TransverseMercator,GAUSS_KRUGER_17N
16318,Transverse Mercator,Gauss-Kruger 18N,TransverseMercator,GAUSS_KRUGER_18N
16319,Transverse Mercator,Gauss-Kruger 19N,TransverseMercator,GAUSS_KRUGER_19N
16320,Transverse Mercator,Gauss-Kruger 20N,TransverseMercator,GAUSS_KRUGER_20N
16321,Transverse Mercator,Gauss-Kruger 21N,TransverseMercator,GAUSS_KRUGER_21N
16322,Transverse Mercator,Gauss-Kruger 22N,TransverseMercator,GAUSS_KRUGER_22N
16323,Transverse Mercator,Gauss-Kruger 23N,TransverseMercator,GAUSS_KRUGER_23N
16324,Transverse Mercator,Gauss-Kruger 24N,TransverseMercator,GAUSS_KRUGER_24N
16325,Transverse Mercator,Gauss-Kruger 25N,TransverseMercator,GAUSS_KRUGER_25N
16326,Transverse Mercator,Gauss-Kruger 26N,TransverseMercator,GAUSS_KRUGER_26N
16327,Transverse Mercator,Gauss-Kruger 27N,TransverseMercator,GAUSS_KRUGER_27N
16328,Transverse Mercator,Gauss-Kruger 28N,TransverseMercator,GAUSS_KRUGER_28N
16329,Transverse Mercator,Gauss-Kruger 29N,TransverseMercator,GAUSS_KRUGER_29N
16330,Transverse Mercator,Gauss-Kruger 30N,TransverseMercator,GAUSS_KRUGER_30N
16331,Transverse Mercator,Gauss-Kruger 31N,TransverseMercator,GAUSS_KRUGER_31N
16332,Transverse Mercator,Gauss-Kruger 32N,TransverseMercator,GAUSS_KRUGER_32N
16202,Transverse Mercator,Gauss-Kruger zone 2,TransverseMercator,GAUSS_KRUGER_ZONE_2
16203,Transverse Mercator,Gauss-Kruger zone 3,TransverseMercator,GAUSS_KRUGER_ZONE_3
16204,Transverse Mercator,Gauss-Kruger zone 4,TransverseMercator,GAUSS_KRUGER_ZONE_4
16205,Transverse Mercator,Gauss-Kruger zone 5,TransverseMercator,GAUSS_KRUGER_ZONE_5
16206,Transverse Mercator,Gauss-Kruger zone 6,TransverseMercator,GAUSS_KRUGER_ZONE_6
16207,Transverse Mercator,Gauss-Kruger zone 7,TransverseMercator,GAUSS_KRUGER_ZONE_7
16208,Transverse Mercator,Gauss-Kruger zone 8,TransverseMercator,GAUSS_KRUGER_ZONE_8
16209,Transverse Mercator,Gauss-Kruger zone 9,TransverseMercator,GAUSS_KRUGER_ZONE_9
16210,Transverse Mercator,Gauss-Kruger zone 10,TransverseMercator,GAUSS_KRUGER_ZONE_10
16211,Transverse Mercator,Gauss-Kruger zone 11,TransverseMercator,GAUSS_KRUGER_ZONE_11
16212,Transverse Mercator,Gauss-Kruger zone 12,TransverseMercator,GAUSS_KRUGER_ZONE_12
16213,Transverse Mercator,Gauss-Kruger zone 13,TransverseMercator,GAUSS_KRUGER_ZONE_13
16214,Transverse Mercator,Gauss-Kruger zone 14,TransverseMercator,GAUSS_KRUGER_ZONE_14
16215,Transverse Mercator,Gauss-Kruger zone 15,TransverseMercator,GAUSS_KRUGER_ZONE_15
16216,Transverse Mercator,Gauss-Kruger zone 16,TransverseMercator,GAUSS_KRUGER_ZONE_16
16217,Transverse Mercator,Gauss-Kruger zone 17,TransverseMercator,GAUSS_KRUGER_ZONE_17
16218,Transverse Mercator,Gauss-Kruger zone 18,TransverseMercator,GAUSS_KRUGER_ZONE_18
16219,Transverse Mercator,Gauss-Kruger zone 19,TransverseMercator,GAUSS_KRUGER_ZONE_19
16220,Transverse Mercator,Gauss-Kruger zone 20,TransverseMercator,GAUSS_KRUGER_ZONE_20
16221,Transverse Mercator,Gauss-Kruger zone 21,TransverseMercator,GAUSS_KRUGER_ZONE_21
16222,Transverse Mercator,Gauss-Kruger zone 22,TransverseMercator,GAUSS_KRUGER_ZONE_22
16223,Transverse Mercator,Gauss-Kruger zone 23,TransverseMercator,GAUSS_KRUGER_ZONE_23
16224,Transverse Mercator,Gauss-Kruger zone 24,TransverseMercator,GAUSS_KRUGER_ZONE_24
16225,Transverse Mercator,Gauss-Kruger zone 25,TransverseMercator,GAUSS_KRUGER_ZONE_25
16226,Transverse Mercator,Gauss-Kruger zone 26,TransverseMercator,GAUSS_KRUGER_ZONE_26
16227,Transverse Mercator,Gauss-Kruger zone 27,TransverseMercator,GAUSS_KRUGER_ZONE_27
16228,Transverse Mercator,Gauss-Kruger zone 28,TransverseMercator,GAUSS_KRUGER_ZONE_28
16229,Transverse Mercator,Gauss-Kruger zone 29,TransverseMercator,GAUSS_KRUGER_ZONE_29
16230,Transverse Mercator,Gauss-Kruger zone 30,TransverseMercator,GAUSS_KRUGER_ZONE_30
16231,Transverse Mercator,Gauss-Kruger zone 31,TransverseMercator,GAUSS_KRUGER_ZONE_31
16232,Transverse Mercator,Gauss-Kruger zone 32,TransverseMercator,GAUSS_KRUGER_ZONE_32
11001,Transverse Mercator,Georgia CS27 East zone,TransverseMercator,GEORGIA_CS27_EAST_ZONE
11002,Transverse Mercator,Georgia CS27 West zone,TransverseMercator,GEORGIA_CS27_WEST_ZONE
11031,Transverse Mercator,Georgia CS83 East zone,TransverseMercator,GEORGIA_CS83_EAST_ZONE
11032,Transverse Mercator,Georgia CS83 West zone,TransverseMercator,GEORGIA_CS83_WEST_ZONE
19904,Transverse Mercator,Ghana Metre Grid,TransverseMercator,GHANA_METRE_GRID
16586,Transverse Mercator,GK 106 NE,TransverseMercator,GK_106_NE
19930,Transverse Mercator,Greek Grid,TransverseMercator,GREEK_GRID
15101,Transverse Mercator,Hawaii CS27 zone 1,TransverseMercator,HAWAII_CS27_ZONE_1
15102,Transverse Mercator,Hawaii CS27 zone 2,TransverseMercator,HAWAII_CS27_ZONE_2
15103,Transverse Mercator,Hawaii CS27 zone 3,TransverseMercator,HAWAII_CS27_ZONE_3
15104,Transverse Mercator,Hawaii CS27 zone 4,TransverseMercator,HAWAII_CS27_ZONE_4
15105,Transverse Mercator,Hawaii CS27 zone 5,TransverseMercator,HAWAII_CS27_ZONE_5
15131,Transverse Mercator,Hawaii CS83 zone 1,TransverseMercator,HAWAII_CS83_ZONE_1
15132,Transverse Mercator,Hawaii CS83 zone 2,TransverseMercator,HAWAII_CS83_ZONE_2
15133,Transverse Mercator,Hawaii CS83 zone 3,TransverseMercator,HAWAII_CS83_ZONE_3
15134,Transverse Mercator,Hawaii CS83 zone 4,TransverseMercator,HAWAII_CS83_ZONE_4
15135,Transverse Mercator,Hawaii CS83 zone 5,TransverseMercator,HAWAII_CS83_ZONE_5
11102,Transverse Mercator,Idaho CS27 Central zone,TransverseMercator,IDAHO_CS27_CENTRAL_ZONE
11101,Transverse Mercator,Idaho CS27 East zone,TransverseMercator,IDAHO_CS27_EAST_ZONE
11103,Transverse Mercator,Idaho CS27 West zone,TransverseMercator,IDAHO_CS27_WEST_ZONE
11132,Transverse Mercator,Idaho CS83 Central zone,TransverseMercator,IDAHO_CS83_CENTRAL_ZONE
11131,Transverse Mercator,Idaho CS83 East zone,TransverseMercator,IDAHO_CS83_EAST_ZONE
11133,Transverse Mercator,Idaho CS83 West zone,TransverseMercator,IDAHO_CS83_WEST_ZONE
11201,Transverse Mercator,Illinois CS27 East zone,TransverseMercator,ILLINOIS_CS27_EAST_ZONE
11202,Transverse Mercator,Illinois CS27 West zone,TransverseMercator,ILLINOIS_CS27_WEST_ZONE
11231,Transverse Mercator,Illinois CS83 East zone,TransverseMercator,ILLINOIS_CS83_EAST_ZONE
11232,Transverse Mercator,Illinois CS83 West zone,TransverseMercator,ILLINOIS_CS83_WEST_ZONE
11301,Transverse Mercator,Indiana CS27 East zone,TransverseMercator,INDIANA_CS27_EAST_ZONE
11302,Transverse Mercator,Indiana CS27 West zone,TransverseMercator,INDIANA_CS27_WEST_ZONE
11331,Transverse Mercator,Indiana CS83 East zone,TransverseMercator,INDIANA_CS83_EAST_ZONE
11332,Transverse Mercator,Indiana CS83 West zone,TransverseMercator,INDIANA_CS83_WEST_ZONE
19907,Transverse Mercator,Iraq National Grid,TransverseMercator,IRAQ_NATIONAL_GRID
19908,Transverse Mercator,Irish National Grid,TransverseMercator,IRISH_NATIONAL_GRID
19962,Transverse Mercator,Irish Transverse Mercator,TransverseMercator,IRISH_TRANSVERSE_MERCATOR
18204,Transverse Mercator,Israeli TM,TransverseMercator,ISRAELI_TM
18121,Transverse Mercator,Italy zone 1,TransverseMercator,ITALY_ZONE_1
18122,Transverse Mercator,Italy zone 2,TransverseMercator,ITALY_ZONE_2
17801,Transverse Mercator,Japan Plane Rectangular CS zone I,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_I
17802,Transverse Mercator,Japan Plane Rectangular CS zone II,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_II
17803,Transverse Mercator,Japan Plane Rectangular CS zone III,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_III
17804,Transverse Mercator,Japan Plane Rectangular CS zone IV,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_IV
17805,Transverse Mercator,Japan Plane Rectangular CS zone V,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_V
17806,Transverse Mercator,Japan Plane Rectangular CS zone VI,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_VI
17807,Transverse Mercator,Japan Plane Rectangular CS zone VII,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_VII
17808,Transverse Mercator,Japan Plane Rectangular CS zone VIII,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_VIII
17809,Transverse Mercator,Japan Plane Rectangular CS zone IX,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_IX
17810,Transverse Mercator,Japan Plane Rectangular CS zone X,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_X
17811,Transverse Mercator,Japan Plane Rectangular CS zone XI,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_XI
17812,Transverse Mercator,Japan Plane Rectangular CS zone XII,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_XII
17813,Transverse Mercator,Japan Plane Rectangular CS zone XIII,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_XIII
17814,Transverse Mercator,Japan Plane Rectangular CS zone XIV,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_XIV
17815,Transverse Mercator,Japan Plane Rectangular CS zone XV,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_XV
17816,Transverse Mercator,Japan Plane Rectangular CS zone XVI,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_XVI
17817,Transverse Mercator,Japan Plane Rectangular CS zone XVII,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_XVII
17818,Transverse Mercator,Japan Plane Rectangular CS zone XVIII,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_XVIII
17819,Transverse Mercator,Japan Plane Rectangular CS zone XIX,TransverseMercator,JAPAN_PLANE_RECTANGULAR_CS_ZONE_XIX
18252,Transverse Mercator,Korea Central Belt,TransverseMercator,KOREA_CENTRAL_BELT
18251,Transverse Mercator,Korea East Belt,TransverseMercator,KOREA_EAST_BELT
18253,Transverse Mercator,Korea West Belt,TransverseMercator,KOREA_WEST_BELT
19928,Transverse Mercator,Kuwait TM,TransverseMercator,KUWAIT_TM
18240,Transverse Mercator,Libya zone 5,TransverseMercator,LIBYA_ZONE_5
18241,Transverse Mercator,Libya zone 6,TransverseMercator,LIBYA_ZONE_6
18242,Transverse Mercator,Libya zone 7,TransverseMercator,LIBYA_ZONE_7
18243,Transverse Mercator,Libya zone 8,TransverseMercator,LIBYA_ZONE_8
18244,Transverse Mercator,Libya zone 9,TransverseMercator,LIBYA_ZONE_9
18245,Transverse Mercator,Libya zone 10,TransverseMercator,LIBYA_ZONE_10
18246,Transverse Mercator,Libya zone 11,TransverseMercator,LIBYA_ZONE_11
